-,-,-
-904, -128, -7
-928, -171, -74
-944, -152, -37
-967, -163, -42
-955, -162, -52
-975, -165, -14
-972, -164, 6
-958, -152, 27
-958, -152, 27
-934, -146, 14
-903, -130, 16
-876, -121, 12
-865, -110, 17
-850, -100, 19
-829, -85, 28
-824, -83, 18
-824, -83, 18
-817, -98, 42
-818, -110, 71
-839, -119, 96
-859, -117, 121
-834, -126, 135
-831, -135, 115
-833, -153, 115
-852, -158, 137
-850, -152, 178
-834, -153, 174
-834, -153, 174
-847, -168, 168
-851, -163, 199
-864, -186, 208
-864, -219, 223
-869, -232, 259
-867, -195, 346
-867, -164, 417
-842, -167, 439
-880, -244, 419
-961, -265, 508
-972, -231, 601
-904, -194, 598
-862, -218, 564
-907, -236, 615
-959, -245, 683
-955, -252, 704
-955, -252, 704
-920, -260, 685
-937, -262, 718
-906, -270, 634
-893, -274, 752
-925, -298, 728
-919, -308, 736
-916, -297, 758
-914, -296, 754
-914, -309, 760
-941, -311, 781
-958, -299, 814
-953, -291, 830
-945, -280, 842
-957, -273, 848
-972, -267, 846
-972, -267, 846
-972, -255, 840
-988, -254, 829
-984, -258, 809
-970, -252, 795
-966, -252, 769
-951, -245, 745
-966, -260, 717
-990, -280, 698
-996, -298, 675
-983, -293, 657
-963, -287, 638
-955, -293, 615
-927, -297, 577
-916, -301, 542
-915, -306, 514
-892, -299, 490
-892, -299, 490
-858, -297, 444
-832, -297, 407
-811, -291, 370
-808, -296, 343
-805, -300, 335
-792, -295, 321
-780, -312, 299
-793, -348, 281
-822, -371, 273
-798, -372, 273
-785, -374, 244
-804, -386, 207
-827, -405, 168
-827, -410, 164
-830, -405, 157
-812, -389, 136
-812, -389, 136
-805, -381, 118
-821, -385, 102
-815, -377, 70
-797, -359, 51
-771, -350, 15
-767, -343, -18
-761, -333, -11
-739, -328, 1
-729, -317, 6
-729, -317, 6
-719, -327, -24
-733, -339, -29
-741, -343, -11
-754, -338, 2
-748, -331, -10
-757, -338, -29
-768, -346, -26
-776, -344, -19
-761, -334, -35
-766, -342, -42
-772, -343, -27
-786, -335, 0
-786, -335, 0
-780, -319, 22
-782, -317, 13
-796, -322, 14
-805, -317, 29
-823, -322, 63
-822, -323, 94
-822, -323, 94
-821, -318, 110
-808, -312, 125
-800, -314, 146
-792, -316, 162
-789, -320, 181
-778, -310, 205
-767, -321, 209
-817, -366, 226
-895, -406, 314
-903, -394, 350
-876, -369, 304
-873, -375, 268
-868, -394, 299
-872, -410, 361
-856, -412, 396
-856, -412, 396
-855, -410, 419
-868, -393, 468
-846, -386, 506
-799, -390, 509
-819, -412, 516
-836, -394, 563
-797, -363, 588
-752, -350, 597
-757, -401, 574
-769, -420, 608
-789, -431, 649
-829, -416, 731
-821, -452, 741
-812, -447, 767
-810, -454, 755
-772, -435, 744
-772, -435, 744
-742, -435, 750
-754, -456, 759
-761, -456, 764
-742, -434, 765
-723, -430, 760
-729, -439, 776
-745, -445, 794
-762, -438, 807
-771, -423, 815
-785, -428, 838
-825, -440, 861
-840, -429, 880
-850, -419, 877
-860, -414, 877
-874, -424, 850
-874, -424, 850
-869, -415, 834
-859, -417, 812
-861, -417, 790
-861, -421, 772
-852, -427, 760
-857, -438, 758
-870, -452, 751
-863, -459, 734
-850, -454, 711
-828, -448, 689
-830, -451, 664
-842, -462, 635
-819, -457, 594
-806, -440, 555
-788, -427, 544
-782, -414, 531
-782, -414, 531
-781, -414, 496
-781, -408, 461
-772, -405, 410
-744, -406, 355
-744, -413, 336
-758, -423, 350
-760, -422, 353
-744, -417, 343
-734, -417, 306
-720, -421, 267
-709, -427, 263
-692, -416, 286
-695, -400, 274
-672, -399, 227
-674, -406, 187
-683, -416, 160
-683, -416, 160
-683, -414, 145
-677, -407, 108
-650, -409, 98
-639, -406, 95
-650, -417, 97
-681, -438, 105
-696, -453, 115
-716, -459, 123
-719, -463, 122
-733, -475, 134
-724, -476, 160
-754, -490, 154
-805, -520, 181
-805, -520, 181
-828, -519, 222
-807, -505, 218
